id,name,description,initial_price,quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date,end_date,seller,category
414,velit,"est laborum et",299.66,1,351.53,474,63,884.71,"2022-02-15 20:36:51","2022-01-19 13:23:29",48,38
415,blanditiis,"non numquam eius",671.86,9,726.99,849.08,20,281.39,"2021-10-06 23:00:55","2021-03-16 09:06:46",64,50
416,velit,"dolorem eum fugiat",51.02,7,774.39,871.83,0,465.07,"2021-07-21 12:38:32","2021-06-03 17:28:20",181,32
417,iure,"eius modi tempora",333.78,9,393.07,307.47,36,94.37,"2021-12-22 00:29:23","2021-07-16 17:24:12",167,28
418,eius,"velit esse quam",279.99,3,592.73,604.66,35,749.44,"2021-10-26 15:49:23","2022-02-24 00:30:33",118,17
419,adipisci,"illo inventore veritatis",931.77,7,836.06,504.16,49,887.81,"2021-09-27 17:15:29","2021-03-23 20:23:02",30,49
420,consequatur,"blanditiis praesentium laudantium",732.86,4,260.67,555.31,34,712.09,"2021-09-22 11:21:04","2021-12-29 06:43:51",168,17
421,voluptatibus,"quaerat voluptatem ut",779.89,10,184.91,913.74,71,590.44,"2022-01-09 01:55:04","2022-01-30 22:16:04",124,31
422,veritatis,"qui blanditiis praesentium",29,2,513.8,116.8,64,733.79,"2021-07-31 18:07:55","2021-04-12 01:33:42",53,44
423,quidem,"eos et accusamus",291.3,5,169.59,696.78,67,352.4,"2021-08-29 05:38:27","2021-12-23 18:08:42",49,35
424,aliquid,"modi tempora incidunt",765.61,7,706.16,326.24,67,14.13,"2022-02-08 06:06:24","2022-01-22 05:17:03",101,32
425,quisquam,"velit esse quam",202.89,0,265.43,194.21,28,987.49,"2021-05-13 07:00:50","2021-10-20 13:16:31",67,26
426,et,"qui blanditiis praesentium",69.43,5,816.45,538.35,30,789.56,"2021-08-05 16:54:24","2021-10-22 20:48:20",23,41
427,modi,"architecto beatae vitae",621.23,8,229.51,125.05,81,951.9,"2022-03-06 14:41:05","2021-08-01 01:46:38",26,10
428,eum,"cupiditate non provident",781.38,4,134.98,18.23,9,546.48,"2021-07-07 12:23:41","2021-04-14 07:57:44",88,9
429,reprehenderit,"molestiae non recusandae",529.32,2,755.6,304.55,12,462.35,"2021-09-16 03:27:50","2021-04-08 14:08:46",101,21
430,et,"optio cumque nihil",261.82,10,915.45,403.12,89,582.79,"2021-06-20 19:22:42","2022-02-22 18:27:34",114,24
431,rerum,"molestiae non recusandae",805.86,2,675.13,622.03,43,286.66,"2021-03-25 22:19:03","2022-02-01 09:44:42",52,3
432,quisquam,"harum quidem rerum",190.28,8,885.59,796.5,73,93.53,"2021-07-16 05:31:39","2021-12-11 19:46:37",3,11
433,ut,"tenetur a sapiente",28.26,9,85.08,876.38,6,22.28,"2021-03-22 13:37:39","2021-12-29 06:54:16",189,49
434,aut,"sunt in culpa",627.87,7,772.02,180.29,82,944.78,"2021-12-29 00:15:59","2021-09-29 09:32:56",41,43
435,voluptas,"aperiam eaque ipsa",781.38,0,727.55,872.4,0,759.6,"2021-11-23 09:25:28","2021-12-02 18:23:58",125,45
436,et,"omnis iste natus",780.91,6,148.62,229.36,75,31.84,"2021-09-19 13:53:22","2021-08-30 14:24:39",131,47
437,vero,"ut et voluptates",490.6,7,875.14,592.75,70,766.29,"2022-01-20 22:57:31","2022-03-09 15:11:58",103,15
438,est,"eos qui ratione",648.19,0,159.28,711.95,94,797.83,"2022-01-04 23:12:24","2021-05-22 19:19:55",153,23
439,quisquam,"autem quibusdam et",109.94,5,620.14,594.31,40,393.58,"2021-09-05 08:23:03","2021-03-11 15:27:56",154,31
440,consequuntur,"earum rerum hic",698.37,6,790.34,948.22,11,177.74,"2021-05-05 01:30:00","2021-04-20 17:52:00",50,38
441,vitae,"explicabo aspernatur aut",191.37,8,578.26,343.74,13,83.91,"2021-08-17 05:01:22","2022-02-10 21:06:07",39,21
442,commodi,"ut perspiciatis unde",133.71,8,468.28,40.07,48,638.42,"2021-05-29 13:56:05","2022-02-27 12:03:28",152,7
443,amet,"similique sunt in",441.09,7,331.36,533.48,75,221.57,"2021-03-10 13:55:36","2021-12-24 23:13:49",13,19
444,adipisci,"excepturi sint occaecati",498.84,1,635.06,487.57,23,623.82,"2021-11-11 04:17:59","2022-03-04 17:59:43",90,28
445,asperiores,"aut perferendis sit",987.45,8,923.15,910.19,57,375.02,"2021-03-10 20:46:20","2021-10-15 06:27:29",19,44
446,unde,"officia deserunt mollitia",692.2,2,975.43,852.72,11,596.29,"2021-10-19 00:17:45","2021-06-06 08:25:03",88,1
447,similique,"cum soluta nobis",711.54,3,938.95,326.75,60,551.99,"2021-04-11 06:18:52","2021-09-19 19:19:54",52,34
448,voluptate,"magnam aliquam quaerat",324.14,3,431.78,251.63,92,512.96,"2021-12-30 22:23:40","2021-07-09 02:21:45",9,46
449,aut,"quia dolor sit",793.97,4,219.76,119.48,59,350.79,"2021-03-19 21:29:32","2021-09-08 06:08:42",119,37
450,ad,"dolor sit amet",737.89,7,971.1,759.2,62,320.54,"2021-04-19 14:24:54","2021-06-06 10:16:19",138,45
451,consequuntur,"voluptas sit suscipit",778.94,0,170.86,983.76,23,691.68,"2021-09-12 17:31:10","2021-11-16 14:03:19",45,9
452,consequatur,"quo porro quisquam",453.86,6,748.54,942.66,97,972.43,"2021-07-22 09:39:07","2021-10-26 06:43:18",8,45
453,consequatur,"culpa qui officia",301.71,0,506.71,677.63,96,750.51,"2021-12-26 22:47:07","2021-11-04 20:39:21",187,45
454,qui,"delectus ut aut",885.1,7,260.96,26.42,23,15.04,"2021-04-10 00:14:53","2021-12-30 22:48:53",38,9
455,aut,"voluptatem accusantium doloremque",263.04,3,677.59,989.45,15,84.29,"2021-04-17 07:09:42","2022-03-07 02:16:34",148,49
456,iusto,"non recusandae itaque",378.03,5,478.9,998,5,947.79,"2021-04-05 02:53:45","2022-01-03 14:25:09",121,1
457,quisquam,"reiciendis voluptatibus maiores",634.59,2,163.7,606.62,18,439.15,"2021-10-05 08:13:02","2022-02-10 11:24:54",106,3
458,explicabo,"aperiam eaque ipsa",305.25,0,561.17,315.41,51,132.32,"2021-10-23 02:38:25","2021-09-16 19:59:13",53,38
459,enim,"dolor repellendus temporibus",395.46,1,873.49,945.73,5,900.16,"2021-09-25 01:06:39","2021-10-17 16:34:43",97,37
460,expedita,"id quod maxime",588.65,3,576.61,139.37,93,913.2,"2021-12-07 17:10:34","2021-12-27 22:49:56",189,28
461,autem,"libero tempore cum",437.05,2,172.43,906.77,65,731.28,"2021-09-27 22:06:21","2021-08-27 13:30:40",11,26
462,consequatur,"eaque ipsa quae",640.04,9,370.61,460.99,31,578.77,"2022-01-26 01:56:49","2022-02-26 19:31:35",161,44
463,odit,"fugiat quo voluptas",96.33,5,709.81,739.54,31,602.43,"2021-11-02 15:30:03","2021-10-16 10:11:54",131,41
464,modi,"repellat alias consequatur",265.62,10,984.72,898.19,34,146.06,"2021-08-24 12:15:58","2022-01-27 01:59:58",199,35
465,vitae,"dolor sit amet",795.64,1,439.46,761.72,93,106.64,"2021-04-05 09:15:03","2021-05-24 10:56:36",61,44
466,perferendis,"nostrum exercitationem ullam",443.19,5,157.96,2.8,58,552.96,"2021-05-23 05:32:09","2021-03-26 23:28:00",137,43
467,sed,"minima veniam quis",937.36,3,336.37,66.02,35,724.23,"2021-09-02 07:01:10","2021-05-01 20:53:50",37,36
468,est,"fuga et harum",245.38,8,48.26,44.07,69,259.27,"2021-05-13 08:37:59","2021-08-12 01:57:09",85,32
469,officiis,"autem quibusdam et",669.95,0,346.97,805.4,30,987.12,"2022-02-19 01:01:46","2021-09-06 10:05:05",120,28
470,ratione,"consectetur adipisci velit",942.03,7,127.62,720.83,87,766.42,"2021-11-05 04:06:13","2021-10-28 20:10:53",115,45
471,enim,"quidem rerum facilis",891.81,2,592.32,48.84,0,657.78,"2021-06-15 03:25:03","2021-11-06 04:37:40",177,36
472,et,"ducimus qui blanditiis",603.48,5,932.62,584.06,38,333.05,"2021-03-24 20:03:18","2021-12-13 05:55:59",178,23
473,nulla,"eligendi optio cumque",54.65,4,856.19,492.42,42,389.25,"2021-07-05 08:03:45","2021-12-05 01:06:59",167,26
474,eligendi,"distinctio nam libero",146.58,2,299.4,665.42,2,653.23,"2021-07-21 20:06:09","2021-12-26 07:54:49",101,23
475,nesciunt,"voluptates repudiandae sint",534.86,2,533.88,756.15,45,677.29,"2021-12-21 12:16:38","2021-06-01 20:55:52",42,37
476,dicta,"voluptatem quia voluptas",241.05,1,676.15,712.27,58,791.68,"2021-12-12 21:47:21","2021-04-06 17:06:12",113,5
477,consequatur,"molestias excepturi sint",322.72,0,187.98,53.36,26,468.5,"2021-06-01 19:45:18","2021-06-04 04:35:56",98,19
478,dolor,"praesentium laudantium totam",261.87,8,891.3,412.74,26,703.65,"2021-12-11 08:36:32","2022-02-15 18:26:38",16,29
479,deleniti,"sed ut perspiciatis",169.24,7,298.25,961.7,57,273.88,"2021-04-15 11:36:54","2021-05-07 15:56:23",49,31
480,commodi,"atque corrupti quos",88.32,9,322.02,323.82,14,832.14,"2021-06-15 16:21:39","2021-09-09 04:23:22",191,6
481,assumenda,"modi tempora incidunt",490.08,1,538.88,307.13,15,404.41,"2021-08-21 14:44:19","2021-05-23 17:46:47",106,11
482,maxime,"voluptas assumenda est",838.38,9,104.48,247.09,46,817.41,"2021-07-06 12:03:58","2021-11-01 10:05:15",49,33
483,voluptatum,"excepturi sint occaecati",563.09,2,31.71,403.66,40,402.92,"2021-10-05 17:01:26","2021-04-07 02:39:01",69,22
484,reiciendis,"qui in ea",694.85,7,363.42,653.19,95,912.89,"2021-12-12 14:06:12","2021-12-18 14:10:44",10,2
485,iusto,"perferendis sit voluptatem",347.21,9,502.93,653.74,20,764.03,"2022-01-15 00:22:15","2021-11-04 15:50:51",35,15
486,odit,"doloribus asperiores repellat",437.5,0,657.87,628.09,77,639.09,"2021-07-30 03:58:38","2022-03-01 02:14:23",152,30
487,veniam,"ipsum quia dolor",366.97,9,372.07,773.49,90,313.33,"2021-04-03 18:31:33","2021-12-14 17:48:09",130,37
488,et,"esse quam nihil",125.71,5,597.79,385.57,37,394.77,"2021-07-18 20:18:23","2021-09-14 05:35:20",192,44
489,reiciendis,"ut aut reiciendis",385.8,1,918.66,717.46,70,16.61,"2021-10-23 19:30:13","2021-10-06 02:16:33",63,37
490,reprehenderit,"minima veniam quis",676.48,0,500.21,380.71,19,417.37,"2021-12-10 05:11:32","2021-08-31 15:11:59",162,46
491,delectus,"mollitia animi id",956.49,10,347,896.14,93,479.97,"2021-10-20 09:23:17","2021-04-25 02:48:37",126,2
492,maiores,"nisi ut aliquid",252.16,6,840.22,800.8,20,251.93,"2022-01-14 05:30:03","2021-04-07 07:52:59",45,42
493,non,"voluptatum deleniti atque",570.46,9,416.8,700.98,21,413.65,"2021-05-27 11:38:34","2021-10-30 13:24:46",94,33
494,suscipit,"hic tenetur a",145.92,8,530.79,914.59,16,378.63,"2021-06-17 06:55:01","2021-12-26 06:54:51",76,37
495,veritatis,"odit aut fugit",560.56,9,801.92,533.49,96,652.84,"2022-01-04 03:25:03","2022-02-02 15:30:58",161,10
496,officiis,"quia voluptas sit",901.56,2,722.77,735.83,70,350.05,"2021-04-28 03:38:32","2021-03-16 10:32:42",90,23
497,veniam,"inventore veritatis et",940.54,1,596,657.97,35,597.59,"2021-07-02 14:23:10","2021-11-30 03:02:55",34,17
498,inventore,"accusantium doloremque aperiam",307.99,3,87.45,726.44,88,456.58,"2022-01-04 12:53:31","2021-04-06 18:28:22",129,9
499,ut,"labore et dolore",26.49,8,657.44,280.58,95,500.76,"2021-03-26 02:49:52","2021-08-03 00:51:38",178,34
500,fugiat,"voluptatem accusantium doloremque",613.11,6,999.44,952.5,31,448.97,"2021-06-21 03:35:31","2022-02-22 16:08:19",71,9
501,ipsum,"quos dolores et",392.78,9,472.74,985.04,84,292.78,"2021-10-11 03:49:32","2021-03-21 18:49:45",23,7
502,rerum,"dolorem eum fugiat",922.43,10,852.06,655.15,68,959.01,"2021-12-14 04:14:09","2021-04-13 11:42:06",180,34
503,tempore,"magni dolores eos",833.07,5,542.79,87.7,93,548.71,"2021-04-27 05:28:28","2021-06-13 20:47:55",69,18
504,veritatis,"perferendis sit voluptatem",755.39,9,72.61,379.85,16,44.7,"2021-10-11 06:13:03","2021-03-25 07:33:36",105,2
505,laboriosam,"ab illo inventore",740,6,487.55,587.26,28,391.27,"2021-12-19 16:05:35","2021-05-20 09:52:34",49,38
506,aut,"aliquam quaerat voluptatem",475.64,8,835.34,531.21,10,132.55,"2021-05-05 07:24:04","2022-01-27 05:54:13",112,40
507,possimus,"odit aut fugit",785.03,2,346.1,926.23,53,161.38,"2022-02-24 11:59:09","2021-12-22 04:38:40",38,37
508,praesentium,"qui ratione voluptatem",270.95,7,905.82,160.99,50,639.76,"2022-02-08 11:26:31","2021-05-17 17:04:45",198,43
509,velit,"deleniti atque corrupti",297.9,10,918.04,793.19,6,596.88,"2021-06-11 12:41:44","2021-12-28 12:42:18",200,12
510,reiciendis,"dolorem eum fugiat",861.52,4,77.86,328.51,94,872.2,"2021-04-19 01:10:55","2021-07-25 05:19:41",180,25
511,dolore,"voluptatem quia voluptas",172.1,3,545.91,608.73,68,60.53,"2021-04-07 06:47:55","2021-08-10 19:16:24",5,41
512,repudiandae,"dignissimos ducimus qui",394.31,9,746.7,719.82,53,68.25,"2021-12-18 12:38:13","2021-11-19 01:52:23",65,37
513,provident,"architecto beatae vitae",295.18,6,282.92,538.62,74,509.91,"2021-10-11 04:52:11","2022-02-28 02:18:07",172,41
514,blanditiis,"commodi consequatur quis",441.85,10,538.54,293.62,82,732.7,"2021-06-16 12:55:26","2021-06-22 03:19:41",72,34
515,et,"assumenda est omnis",438.31,5,178.33,961.12,76,811.17,"2021-09-15 14:59:51","2021-06-13 18:04:54",139,45
516,blanditiis,"consequuntur magni dolores",807.02,4,620.9,744.86,22,47.82,"2021-10-04 05:39:57","2021-09-07 07:30:49",95,44
517,accusantium,"neque dolorem ipsum",560.91,5,898.05,310.86,23,769.51,"2021-07-29 18:48:21","2021-05-11 17:35:05",82,40
518,architecto,"et voluptates repudiandae",7.87,7,688.86,570.09,68,284.94,"2021-07-08 19:10:59","2021-09-22 10:53:33",7,1
519,nesciunt,"officia deserunt mollitia",784.32,8,140.22,625.6,92,68.51,"2021-04-02 04:26:16","2021-05-13 21:49:10",7,4
520,fugiat,"culpa qui officia",86.58,10,64.58,373.49,2,369.96,"2021-08-27 01:06:05","2022-02-28 07:44:56",82,46
521,ut,"aut perferendis sit",221.73,2,766.96,653.33,75,911.42,"2021-04-08 06:23:20","2021-03-25 18:00:39",30,38
522,est,"atque corrupti quos",736.5,0,972.56,138.6,24,889.03,"2021-09-23 18:05:18","2022-01-08 22:57:14",54,27
523,fugiat,"omnis voluptas assumenda",661.95,7,871.13,360.78,9,921.53,"2021-03-31 03:03:02","2022-01-16 04:22:09",110,34
524,dolore,"nesciunt neque dolorem",84.34,2,608.21,361.53,100,582.86,"2021-11-17 10:02:42","2022-02-04 00:25:10",71,41
525,ut,"aut fugit sed",166,3,173.06,880.17,30,741.25,"2021-09-20 16:05:50","2022-01-17 15:12:33",80,48
526,quisquam,"at vero eos",649.98,10,299.96,898.66,58,281.01,"2021-05-17 04:12:59","2021-06-24 16:32:44",165,13
527,enim,"dolor repellendus temporibus",401.19,9,403.05,778.52,67,148.2,"2021-12-30 23:20:55","2022-01-01 01:56:37",86,35
528,omnis,"esse quam nihil",715.36,0,274.13,884.74,86,853.06,"2021-05-29 11:30:23","2021-03-18 16:03:57",152,12
529,rerum,"iure reprehenderit qui",783.17,6,828.43,730.72,61,52.33,"2022-02-01 04:23:24","2021-06-27 16:20:26",162,24
530,aut,"deleniti atque corrupti",81.81,3,463.32,812.07,18,87.83,"2021-04-24 19:38:55","2022-02-04 02:45:48",174,43
531,ea,"deserunt mollitia animi",683.78,3,775.97,890.46,99,873.55,"2021-07-01 14:39:55","2021-11-16 13:48:02",190,50
532,qui,"impedit quo porro",944.69,8,61.52,724.27,69,394.25,"2022-03-09 12:56:17","2021-05-13 08:37:12",133,23
533,exercitationem,"et expedita distinctio",955.64,9,353.13,629.61,6,870.42,"2021-07-03 02:09:44","2021-10-23 01:44:49",96,39
534,at,"ut labore et",985.64,5,887.99,834.66,68,487.16,"2022-02-08 10:42:44","2021-08-30 05:51:46",39,17
535,temporibus,"accusamus officiis debitis",654.38,3,295.73,131.95,49,629.44,"2021-03-27 17:41:33","2021-09-17 10:59:55",11,14
536,ipsa,"alias consequatur aut",648.79,0,903.01,835.2,97,124.53,"2021-05-16 00:26:44","2021-04-07 13:05:53",16,35
537,molestiae,"accusantium doloremque aperiam",157.99,1,291.4,752.82,43,522.43,"2021-04-29 23:48:49","2021-07-11 20:14:41",139,28
538,illum,"aspernatur aut odit",838.97,8,790.41,991.08,48,170.26,"2021-09-20 14:36:45","2021-07-12 15:11:14",31,24
539,ad,"in culpa qui",204,1,975.84,540.02,86,623.48,"2021-05-03 11:20:28","2022-02-20 06:59:19",41,17
540,numquam,"et dolorum fuga",76.77,7,711.76,283.76,12,410.13,"2021-03-16 23:12:40","2022-02-25 13:42:19",121,30
541,blanditiis,"libero tempore cum",538.36,0,477.59,979.01,20,449.61,"2021-07-23 18:57:17","2022-01-07 21:39:54",107,32
542,sed,"ut perspiciatis unde",504.81,5,622.74,533.18,60,608.84,"2021-07-14 18:57:17","2021-03-15 13:46:18",108,4
543,alias,"dolorum fuga et",141.8,3,443.17,169.51,49,707.13,"2021-11-05 15:48:50","2021-10-27 19:54:21",118,43
544,illo,"enim ad minima",688.84,6,756.83,235.39,10,829.76,"2021-11-20 07:59:04","2021-08-03 14:51:31",118,16
545,quo,"animi id est",826.49,3,172.5,407.43,39,457.84,"2021-03-31 09:20:47","2021-10-19 10:50:16",40,26
546,necessitatibus,"non provident sed",152.66,5,783.58,938.67,14,763,"2022-01-07 13:25:18","2022-02-12 09:35:19",132,44
547,architecto,"veniam quis nostrum",917.32,4,766.8,677.15,57,844.22,"2021-11-07 14:50:56","2021-03-14 02:30:38",123,45
548,animi,"vero eos et",39.71,6,263.41,212.62,20,370.11,"2021-09-18 04:30:16","2021-05-31 05:34:12",118,49
549,voluptatem,"provident sed ut",611.08,7,598.49,678.42,86,334.17,"2021-06-13 22:22:32","2021-04-09 03:08:18",16,24
550,pariatur,"sed ut perspiciatis",405.48,9,806.59,672.7,54,313.7,"2021-08-03 19:32:57","2022-01-24 00:56:23",113,33
551,odit,"laudantium totam rem",528.73,6,165.59,83.27,66,232.75,"2021-04-20 05:06:17","2021-07-06 21:03:16",137,28
552,exercitationem,"nulla pariatur at",389.36,10,481.73,691.03,19,158.72,"2022-02-27 14:41:33","2021-04-07 10:22:40",123,43
553,quo,"et quas molestias",407.47,6,258.71,961.03,79,740.72,"2022-02-19 18:00:33","2021-05-29 01:40:38",136,43
554,similique,"necessitatibus saepe eveniet",238.08,1,890.61,447.02,18,827.05,"2021-06-26 20:57:19","2021-06-07 14:13:23",21,48
555,molestiae,"est omnis dolor",693.68,8,784.59,132.37,56,521.98,"2022-03-01 17:48:09","2021-11-29 19:20:40",152,5
556,nam,"rerum hic tenetur",914.96,3,478.26,960.11,36,191.56,"2021-05-22 02:16:13","2021-08-18 07:03:18",17,8
557,dolor,"aut odit aut",227.39,4,414.2,797.95,22,469.47,"2021-10-14 08:22:01","2021-11-04 07:41:24",106,4
558,quas,"sint occaecati cupiditate",978.52,5,516.56,813,6,517.09,"2021-11-25 04:35:09","2021-07-09 15:31:11",178,2
559,distinctio,"perferendis sit voluptatem",679.1,7,914.09,776.24,79,39.18,"2022-02-08 12:21:35","2021-11-07 00:34:22",98,41
560,rerum,"quis autem vel",906.52,4,185.78,662.14,45,48.15,"2021-05-30 02:30:08","2021-07-20 02:54:48",64,17
561,omnis,"voluptatem ut enim",257.99,6,961.55,80.01,36,353.94,"2021-03-23 12:18:10","2022-01-30 15:48:14",31,15
562,minima,"quia voluptas sit",76.75,2,459.21,571.34,90,470.25,"2021-08-14 06:21:57","2021-04-16 01:38:10",144,28
563,iste,"illum qui dolorem",471.67,7,274.59,734.71,76,519.53,"2021-08-31 16:11:23","2021-08-22 07:39:33",45,33
564,quia,"consequatur quis autem",489.27,9,109.85,528.89,21,642.8,"2022-03-06 10:58:38","2021-09-06 22:41:01",137,8
565,iusto,"aut fugit sed",473.91,6,784.46,903.97,88,93.77,"2022-03-01 01:41:35","2021-09-05 16:34:01",29,35
566,sequi,"sit voluptatem accusantium",180.96,7,938.72,34.93,61,294.91,"2021-04-09 02:43:46","2021-12-21 06:11:42",31,17
567,veritatis,"culpa qui officia",684.37,10,256.23,31.3,6,857.95,"2021-11-18 11:49:03","2021-10-02 21:25:28",100,14
568,impedit,"praesentium laudantium totam",598.82,7,740.89,87.58,93,487.46,"2021-07-23 18:55:38","2021-05-04 09:18:49",25,21
569,vitae,"quidem rerum facilis",590.27,8,334.11,981.82,7,553.35,"2021-07-21 19:02:26","2021-05-10 10:44:18",16,27
570,doloribus,"est eligendi optio",255.24,1,912.06,765.98,41,944.63,"2021-06-06 20:21:25","2021-09-05 21:12:42",182,2
571,in,"ut et voluptates",106.17,8,490.19,14.08,31,535.77,"2021-05-14 06:14:31","2022-02-27 05:02:22",185,43
572,nobis,"voluptatem ut enim",211.11,2,930.06,317.47,5,866.14,"2021-07-14 13:54:01","2021-06-20 00:19:33",81,49
573,debitis,"adipisci velit sed",756.81,7,244.57,562.03,42,414.54,"2021-08-30 06:50:27","2021-08-20 05:49:58",132,1
574,molestiae,"aut perferendis sit",212.47,3,293.4,709.26,44,306.93,"2022-01-31 05:45:13","2021-10-30 07:49:40",30,24
575,perspiciatis,"error similique sunt",772.63,7,4.7,371.23,94,393.88,"2021-07-23 05:52:15","2021-07-24 03:47:52",199,18
576,commodi,"facere possimus omnis",374,2,44.2,187.9,47,811.8,"2022-02-18 16:34:11","2021-12-12 23:02:20",66,46
577,dolores,"rem voluptatum deleniti",604.21,8,772.21,416.73,56,284.96,"2021-12-26 02:13:12","2021-10-24 06:31:40",56,16
578,labore,"officia deserunt mollitia",563.05,6,890.56,197.58,25,792.1,"2021-03-18 09:55:37","2021-08-16 08:04:21",15,36
579,quia,"accusantium doloremque aperiam",623.1,7,22.3,52.85,17,4.49,"2021-04-02 17:36:44","2021-06-08 01:46:43",55,15
580,et,"sed quia non",214.21,0,825.11,951.1,99,35.23,"2021-04-21 15:52:41","2022-02-21 12:01:42",190,19
581,eaque,"ipsam voluptatem quia",257.07,7,8.47,397.29,3,882.73,"2021-09-14 17:47:40","2022-01-24 19:26:57",86,12
582,iusto,"aut perferendis sit",130.8,4,841.27,691.33,29,524.34,"2021-07-23 08:34:25","2021-10-19 18:06:01",9,23
583,aut,"enim ipsam voluptatem",960.77,2,473.89,211.56,32,929.06,"2021-03-23 01:06:40","2021-08-24 07:25:16",99,20
584,rerum,"suscipit laboriosam nisi",83.52,7,972.44,203.34,84,290.62,"2021-06-06 22:34:19","2021-06-08 22:52:53",24,11
585,voluptatum,"laboriosam nisi ut",521.48,7,790.63,696.57,26,274.79,"2021-11-19 09:56:08","2021-11-15 09:44:40",135,6
586,ut,"harum quidem rerum",746.37,4,308.89,547.4,53,843.92,"2022-02-07 07:11:26","2022-01-20 10:18:36",71,36
587,blanditiis,"sunt explicabo aspernatur",605.72,2,105.34,270.21,81,429.18,"2022-01-11 21:14:56","2021-07-23 22:13:44",30,7
588,in,"pariatur at vero",848.54,10,259.35,735.69,33,885.4,"2021-11-18 15:30:48","2022-03-03 08:26:08",60,6
589,natus,"at vero eos",772.98,9,551.52,659,70,305.92,"2021-04-23 16:25:02","2021-08-04 21:05:39",13,15
590,excepturi,"deserunt mollitia animi",27.21,8,556.66,198.13,11,681.88,"2021-09-17 05:17:25","2021-11-22 20:08:37",17,10
591,et,"ipsa quae ab",515.25,0,873.7,300.48,80,393.8,"2021-05-26 08:04:36","2021-09-02 19:49:21",175,12
592,laborum,"eos qui ratione",390.71,5,566.15,642.88,22,425.39,"2021-12-31 00:26:23","2021-11-12 16:12:18",14,42
593,quas,"officiis debitis aut",56.09,4,902.65,272.53,92,159.5,"2021-03-23 21:03:22","2022-02-05 12:15:42",16,21
594,labore,"omnis dolor repellendus",218.58,1,821.65,332.8,80,518.6,"2021-12-29 14:13:02","2021-09-03 01:17:50",90,27
595,voluptatem,"dignissimos ducimus qui",690.52,4,103.49,700.39,51,741.82,"2022-02-12 15:29:01","2021-10-12 15:51:45",197,36
596,eligendi,"in culpa qui",84.09,6,174.75,992.82,35,996.25,"2022-02-02 14:50:29","2022-02-11 23:17:09",174,34
597,eum,"quas molestias excepturi",902.72,2,350.84,391.98,35,760.1,"2021-04-15 14:12:02","2021-11-20 11:36:10",117,49
598,harum,"et expedita distinctio",568.43,3,366.44,971.12,51,524.08,"2021-07-14 03:12:48","2021-04-21 13:03:59",23,10
599,exercitationem,"cumque nihil impedit",31.97,5,566.17,166.91,1,765.98,"2021-08-29 23:04:49","2022-01-16 04:10:52",38,13
600,quod,"et dolorum fuga",598.84,2,81.52,396.54,80,363.29,"2021-05-12 07:47:19","2021-07-06 22:54:09",47,46
601,placeat,"voluptates repudiandae sint",964.91,2,936.26,260.53,99,940.44,"2021-11-22 02:20:05","2021-03-23 13:02:37",104,23
602,et,"sint et molestiae",222.13,5,344.81,700.26,68,833.79,"2021-06-26 15:45:30","2021-07-15 20:16:54",47,50
603,quaerat,"excepturi sint occaecati",264.23,7,994.56,57.52,25,464.75,"2021-07-19 08:41:33","2021-09-25 22:00:03",58,1
604,id,"quisquam est qui",980.38,10,283.46,488.62,67,274.32,"2021-04-09 02:24:30","2021-12-08 22:32:06",107,11
605,voluptas,"voluptas nulla pariatur",300.55,5,531.35,206.01,22,416.57,"2021-07-22 16:34:58","2021-11-16 23:56:31",191,16
606,harum,"et dolorum fuga",792.44,10,303.35,281.18,0,633.64,"2021-08-13 08:53:13","2021-09-02 05:05:50",85,17
607,doloremque,"est laborum et",448.02,2,915.38,48.84,56,199.31,"2021-10-06 19:15:05","2022-02-01 18:00:19",139,40
608,inventore,"laboriosam nisi ut",455.24,5,996.71,996.52,59,238.12,"2021-10-22 07:47:00","2022-02-16 16:50:41",127,13
609,ut,"deleniti atque corrupti",146.31,1,302.73,272.32,83,113.06,"2022-01-30 04:53:56","2021-06-21 20:47:48",182,26
610,placeat,"neque dolorem ipsum",559.94,1,950.06,40.63,98,708.92,"2021-03-18 23:29:21","2022-01-25 05:09:37",190,22
611,assumenda,"error similique sunt",738.99,2,466.38,142.42,91,165.69,"2021-06-01 08:31:22","2022-02-02 03:42:12",96,18
612,accusamus,"dolores et quas",485.58,7,435.65,266.52,66,109.68,"2021-04-09 08:44:05","2022-02-12 19:49:21",121,34
613,enim,"ea commodi consequatur",254.08,8,46.01,622.66,75,170.86,"2021-05-20 07:09:17","2021-12-25 02:51:42",96,32
614,quaerat,"voluptas assumenda est",159.26,9,648.2,398.11,95,745.56,"2022-01-26 18:56:34","2021-08-19 14:40:50",139,17
615,occaecati,"aliquam quaerat voluptatem",384.76,0,606.23,168.3,81,656.91,"2022-01-23 01:18:10","2022-02-12 20:44:56",187,5
616,delectus,"odio dignissimos ducimus",724.73,8,608.99,620.35,19,599.75,"2021-12-01 00:33:23","2022-02-08 13:33:29",100,46
617,soluta,"eveniet ut et",984.72,1,802.82,568.85,63,282.57,"2021-11-01 18:25:13","2021-05-28 07:55:12",110,22
618,id,"in culpa qui",203.8,7,176.33,958.22,67,73.28,"2021-04-12 23:21:30","2021-10-27 20:45:41",122,9
619,deleniti,"beatae vitae dicta",863.47,1,278.4,841.39,40,649.53,"2021-12-02 03:13:33","2022-02-20 09:39:21",98,24
