buyer_id,date,buynow_id,buynow_qty,item_id,item_name,description,initial_price,item_quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date,end_date
68,"2021-11-25 08:53:49",330,1,158,perspiciatis,"ducimus qui blanditiis",677.97,10,12.7,913.51,87,559.59,"2021-10-13 04:00:35","2021-09-30 23:48:33"
200,"2021-12-31 08:14:58",331,2,54,fugiat,"doloribus asperiores repellat",700.98,2,763.83,768.23,20,675.75,"2021-04-12 10:17:53","2021-03-24 01:50:09"
195,"2021-05-05 15:20:10",332,2,82,quisquam,"minus id quod",115.31,7,252.99,777.12,79,258.68,"2021-09-30 01:36:59","2022-02-11 23:32:43"
30,"2021-06-11 13:02:53",333,2,169,doloremque,"corrupti quos dolores",666.95,2,788.85,632.92,65,960.31,"2022-02-28 03:26:18","2022-02-11 19:07:20"
41,"2021-03-31 06:35:40",334,2,167,quis,"ad minima veniam",420.12,3,93.09,708.84,16,77.38,"2021-12-13 08:12:52","2021-08-03 18:17:54"
170,"2021-07-21 06:18:39",335,1,136,sit,"eos et accusamus",471.12,8,602.64,846.69,83,376.02,"2022-03-08 07:30:06","2021-08-08 14:10:48"
62,"2021-03-17 16:13:33",336,1,39,autem,"itaque earum rerum",488.96,0,364.71,767.04,41,264.08,"2021-09-10 09:59:35","2022-02-05 14:14:35"
74,"2021-05-26 17:13:27",337,3,2,aut,"explicabo aspernatur aut",904.74,1,0.47,216.45,73,278.18,"2022-03-05 18:59:55","2022-02-22 05:16:34"
43,"2021-11-27 22:23:15",338,3,75,autem,"eaque ipsa quae",625.52,3,615.6,351.72,35,608.17,"2021-05-06 10:05:31","2021-08-12 14:58:20"
139,"2021-07-25 00:34:41",339,1,17,non,"aut perferendis sit",995.09,7,372.55,765.73,98,922.35,"2021-10-31 05:53:01","2021-03-23 02:48:46"
41,"2021-06-10 19:05:01",340,3,200,tempora,"non recusandae itaque",823.55,8,628.81,521.95,9,698.05,"2021-04-07 00:15:31","2021-10-18 20:37:48"
67,"2021-10-02 16:10:14",341,2,166,illo,"est et expedita",600.32,4,247.16,774.55,10,871.64,"2021-03-20 22:13:27","2021-06-01 00:49:10"
75,"2022-02-03 08:57:11",342,1,16,minus,"tenetur a sapiente",939.05,6,369.71,838.26,32,504.92,"2021-11-05 12:03:09","2021-11-22 06:29:03"
69,"2021-03-17 13:52:04",343,3,119,culpa,"iusto odio dignissimos",34.27,6,82.32,783.2,81,441.31,"2022-02-02 03:16:31","2021-09-03 03:08:24"
125,"2021-03-31 02:36:42",344,3,82,quisquam,"minus id quod",115.31,7,252.99,777.12,79,258.68,"2021-09-30 01:36:59","2022-02-11 23:32:43"
192,"2021-10-05 22:43:06",345,3,51,quod,"ullam corporis nemo",694.37,10,392.68,597.59,4,527.95,"2021-06-05 18:44:16","2021-07-03 19:56:32"
128,"2021-07-22 20:04:53",346,1,9,cupiditate,"beatae vitae dicta",902.73,0,416.61,253.5,29,685.87,"2021-12-26 15:06:39","2021-12-23 02:05:08"
163,"2021-08-07 16:10:38",347,2,37,beatae,"voluptate velit esse",65.15,6,105.27,629.35,56,522.73,"2021-03-13 18:05:35","2022-03-03 04:19:51"
163,"2022-02-04 02:34:23",348,1,40,commodi,"eveniet ut et",914.58,10,744.49,506.25,11,768.08,"2021-11-09 15:55:13","2022-01-05 21:45:47"
133,"2021-12-15 07:44:32",349,3,37,beatae,"voluptate velit esse",65.15,6,105.27,629.35,56,522.73,"2021-03-13 18:05:35","2022-03-03 04:19:51"
190,"2021-11-25 17:14:59",350,1,61,voluptatem,"magnam aliquam quaerat",425.55,4,591.37,368.32,73,60.36,"2021-08-23 02:27:59","2021-09-19 19:35:50"
114,"2022-01-24 22:46:27",351,3,108,et,"modi tempora incidunt",405.08,2,945.05,656.95,77,509.78,"2022-03-06 10:56:16","2021-06-17 01:32:51"
159,"2021-08-16 18:10:50",352,2,121,omnis,"qui in ea",893.73,7,977.43,195.5,6,307.82,"2021-09-24 10:14:17","2021-05-19 20:23:39"
159,"2021-07-26 03:39:45",353,2,160,est,"asperiores repellat alias",64.74,8,886.62,363.55,99,837.33,"2021-04-22 11:27:15","2021-04-13 04:25:10"
88,"2021-12-08 14:10:01",354,3,22,velit,"consequatur vel illum",671.25,0,326.74,784.77,25,107.68,"2021-12-08 00:56:18","2021-12-14 19:22:51"
79,"2021-05-30 03:36:29",355,1,150,repellendus,"ex ea commodi",855.32,1,892.22,384.15,26,347.07,"2021-08-28 20:03:28","2021-12-04 04:02:34"
6,"2021-12-30 13:45:38",356,3,184,rem,"illum qui dolorem",335.16,2,94.31,282.56,48,137.29,"2021-11-01 05:34:50","2021-12-14 04:22:21"
168,"2021-09-24 23:33:06",357,3,40,commodi,"eveniet ut et",914.58,10,744.49,506.25,11,768.08,"2021-11-09 15:55:13","2022-01-05 21:45:47"
40,"2021-04-07 08:09:04",358,3,146,ea,"quia consequuntur magni",500.01,3,135.11,641.48,10,180.74,"2021-11-27 11:52:52","2021-06-19 05:30:36"
127,"2021-08-12 07:13:05",359,1,191,mollitia,"ea commodi consequatur",618.73,10,741.1,772,77,99.08,"2021-07-10 18:51:18","2021-12-02 10:48:39"
133,"2021-04-07 07:08:21",360,2,2,aut,"explicabo aspernatur aut",904.74,1,0.47,216.45,73,278.18,"2022-03-05 18:59:55","2022-02-22 05:16:34"
188,"2021-04-20 14:05:40",361,2,1,numquam,"ut perspiciatis unde",264.89,3,843.95,526.97,95,200.84,"2021-06-25 12:20:43","2021-07-26 04:00:55"
107,"2022-01-21 12:22:11",362,3,78,qui,"aut perferendis sit",587.35,8,363.7,889.17,77,340.06,"2021-09-03 15:32:53","2021-10-28 21:45:53"
82,"2021-10-26 22:16:37",363,2,165,porro,"aspernatur aut odit",749.42,1,822.32,367.27,18,428.09,"2021-07-12 18:17:57","2021-05-21 19:53:00"
113,"2021-10-22 04:04:42",364,1,103,aut,"fuga et harum",415.24,9,323.03,414.18,44,303.91,"2021-07-03 11:40:40","2022-02-26 00:52:56"
61,"2022-01-14 08:49:23",365,1,104,in,"quasi architecto beatae",669.15,5,405.8,30.04,75,186.63,"2022-01-17 01:17:30","2021-06-29 01:32:57"
175,"2021-11-08 11:58:37",366,2,157,et,"est et expedita",702.36,8,167.54,349.04,26,165.94,"2022-02-09 17:10:16","2021-12-06 20:50:32"
23,"2021-05-18 09:50:36",367,2,190,aut,"explicabo aspernatur aut",351.02,6,178.82,224.4,15,930.26,"2021-10-09 02:48:42","2021-08-09 16:08:26"
87,"2021-03-29 17:26:20",368,1,55,et,"molestiae non recusandae",797.87,0,920.99,972.34,18,662.77,"2021-12-18 07:31:15","2021-05-15 11:18:04"
83,"2021-12-22 19:18:53",369,1,120,est,"esse quam nihil",747.65,6,648.15,740.05,36,966.88,"2021-09-21 21:53:09","2021-06-09 20:20:21"
53,"2021-10-03 17:14:58",370,2,73,sapiente,"qui ratione voluptatem",893.87,0,160.19,117.6,13,267.99,"2022-01-02 10:52:04","2021-09-23 00:04:41"
200,"2021-05-27 10:24:10",371,1,72,eos,"sit suscipit laboriosam",892.54,6,105.25,545.57,3,135.1,"2021-10-15 17:28:37","2022-02-16 00:13:22"
20,"2022-01-19 08:24:07",372,3,96,autem,"ipsam voluptatem quia",437.02,1,768.4,45.1,10,390.51,"2022-03-06 06:48:22","2021-11-24 07:05:14"
183,"2022-02-18 11:48:21",373,1,164,odit,"facilis est et",173.04,4,828.95,684.55,80,409.95,"2021-10-13 18:44:27","2021-07-12 14:12:49"
96,"2021-12-05 22:14:37",374,1,31,ut,"voluptatem quia voluptas",766.19,4,350.91,988.75,3,579.64,"2021-09-02 05:16:42","2021-04-04 04:53:34"
60,"2021-11-06 21:28:48",375,3,57,sed,"voluptatum deleniti atque",953.26,3,408.17,252.53,38,645.36,"2021-09-11 10:28:41","2021-12-29 03:31:17"
140,"2021-07-26 19:51:39",376,1,39,autem,"itaque earum rerum",488.96,0,364.71,767.04,41,264.08,"2021-09-10 09:59:35","2022-02-05 14:14:35"
138,"2022-01-27 09:31:52",377,1,72,eos,"sit suscipit laboriosam",892.54,6,105.25,545.57,3,135.1,"2021-10-15 17:28:37","2022-02-16 00:13:22"
59,"2021-08-01 20:51:03",378,2,180,quia,"illo inventore veritatis",913.03,3,956.55,331.75,84,757.62,"2021-04-27 11:28:55","2021-04-20 04:37:03"
60,"2022-01-13 04:00:56",379,3,80,sunt,"eaque ipsa quae",283.99,8,597.51,767.12,74,77.97,"2021-03-29 09:21:38","2022-02-17 14:57:36"
161,"2021-09-08 00:24:42",380,1,6,voluptatem,"eum iure reprehenderit",98.89,2,540.36,636.19,31,176.09,"2021-05-09 09:36:50","2021-04-01 18:06:18"
80,"2021-05-28 08:40:07",381,3,16,minus,"tenetur a sapiente",939.05,6,369.71,838.26,32,504.92,"2021-11-05 12:03:09","2021-11-22 06:29:03"
64,"2022-02-07 23:57:57",382,2,12,earum,"praesentium laudantium totam",240.22,6,736.51,378.11,30,628.23,"2021-10-27 21:02:38","2021-06-10 06:36:13"
130,"2021-05-14 17:28:27",383,2,125,quis,"quod maxime placeat",81.07,2,916.87,838.54,49,129.17,"2021-05-23 20:15:19","2021-10-15 02:10:41"
15,"2021-08-26 16:42:14",384,3,167,quis,"ad minima veniam",420.12,3,93.09,708.84,16,77.38,"2021-12-13 08:12:52","2021-08-03 18:17:54"
102,"2022-01-21 00:25:21",385,2,149,inventore,"quia voluptas sit",876.64,7,21.5,118.9,65,960.68,"2021-08-06 22:33:23","2021-12-18 21:03:23"
189,"2021-12-07 06:54:41",386,2,126,ullam,"nam libero tempore",848.3,9,373.25,901.12,97,614.74,"2022-01-16 14:13:03","2021-06-21 06:36:45"
67,"2021-05-25 17:55:18",387,3,36,consequatur,"quibusdam et aut",970.59,5,868.79,793.13,12,203.6,"2021-07-29 11:26:44","2021-08-09 07:11:32"
189,"2021-06-05 23:10:21",388,1,188,non,"eos qui ratione",391.91,0,406.36,291.26,50,840.55,"2021-06-26 07:51:38","2021-03-19 20:41:43"
46,"2021-11-25 00:50:48",389,1,189,a,"voluptatem ut enim",594.69,4,964.16,505.32,87,203.2,"2022-03-07 14:30:14","2021-09-03 03:21:37"
70,"2021-05-24 22:33:50",390,1,41,ex,"debitis aut rerum",604.73,3,67.41,9.49,13,80.38,"2021-03-31 09:20:47","2021-12-21 23:39:02"
83,"2021-09-15 21:53:30",391,2,77,earum,"repudiandae sint et",835.3,1,2.56,305.31,77,171.52,"2021-08-25 12:17:59","2021-12-25 21:21:55"
114,"2021-08-17 14:09:57",392,3,182,voluptatem,"mollitia animi id",230.05,3,684.56,397.77,96,525.23,"2021-05-28 17:24:29","2022-02-24 17:45:22"
96,"2021-11-12 02:59:58",393,2,74,quae,"rerum facilis est",374.4,9,108.55,535.54,56,981.72,"2021-12-28 21:41:19","2021-10-21 03:43:28"
186,"2021-10-04 12:52:30",394,3,187,aperiam,"omnis voluptas assumenda",527.35,7,265.27,433.77,18,647.69,"2021-08-24 22:23:47","2021-09-06 16:27:36"
197,"2022-01-03 21:30:19",395,1,21,eligendi,"ratione voluptatem sequi",957.25,2,722.12,163.42,50,261.61,"2021-05-20 16:58:58","2021-10-31 03:45:42"
12,"2021-04-27 17:15:49",396,2,89,et,"eius modi tempora",7.91,6,407.43,945.41,13,264.78,"2021-04-28 17:59:45","2021-03-14 12:44:21"
20,"2021-10-16 18:01:18",397,2,47,placeat,"beatae vitae dicta",331.75,3,457.87,271.04,26,149.39,"2021-08-06 04:04:49","2021-05-18 19:20:37"
147,"2021-03-25 22:41:13",398,1,118,accusantium,"est omnis dolor",219.23,7,140.89,459.04,50,727.1,"2021-04-03 13:59:28","2021-12-28 12:01:42"
8,"2021-05-16 23:45:41",399,2,54,fugiat,"doloribus asperiores repellat",700.98,2,763.83,768.23,20,675.75,"2021-04-12 10:17:53","2021-03-24 01:50:09"
176,"2022-03-07 04:01:46",400,2,115,occaecati,"cumque nihil impedit",239.64,0,829.86,379.42,21,761.62,"2021-07-01 20:43:59","2021-10-14 03:46:40"
28,"2021-05-23 12:35:27",401,2,75,autem,"eaque ipsa quae",625.52,3,615.6,351.72,35,608.17,"2021-05-06 10:05:31","2021-08-12 14:58:20"
44,"2022-01-14 08:44:27",402,3,49,amet,"temporibus autem quibusdam",98.85,8,180.56,889.52,48,857.59,"2021-12-02 00:31:37","2021-03-18 16:57:37"
36,"2022-02-10 01:47:16",403,2,175,et,"atque corrupti quos",844.78,2,980.69,118.47,56,518.13,"2021-04-08 05:22:12","2021-05-11 15:24:13"
6,"2021-06-01 12:13:36",404,1,144,error,"tempora incidunt ut",738.33,3,767.19,837.81,12,795.71,"2021-07-10 07:25:33","2021-10-22 03:45:55"
111,"2021-08-26 02:03:14",405,3,100,fugiat,"accusamus officiis debitis",504.69,3,458.42,693.86,100,154.85,"2021-10-14 04:28:15","2021-04-20 06:54:58"
177,"2021-09-09 06:13:33",406,1,144,error,"tempora incidunt ut",738.33,3,767.19,837.81,12,795.71,"2021-07-10 07:25:33","2021-10-22 03:45:55"
75,"2021-04-03 16:59:55",407,2,111,non,"fuga et harum",345.61,9,779.86,630.2,22,83.85,"2021-06-27 20:36:25","2022-01-14 02:31:21"
196,"2021-04-23 08:12:58",408,1,25,maxime,"voluptates repudiandae sint",603.59,1,750.05,877.16,16,640.9,"2021-11-20 08:11:42","2021-04-06 03:13:55"
165,"2021-08-15 09:46:37",409,2,132,minima,"labore et dolore",495.84,2,704.78,282.83,2,824.24,"2022-02-21 05:37:29","2022-01-28 23:23:26"
26,"2022-02-27 00:51:54",410,1,14,nostrum,"sit suscipit laboriosam",460.68,10,6.35,52.86,43,999.03,"2021-07-28 05:07:32","2021-07-30 20:46:34"
193,"2021-05-13 16:34:58",411,2,78,qui,"aut perferendis sit",587.35,8,363.7,889.17,77,340.06,"2021-09-03 15:32:53","2021-10-28 21:45:53"
185,"2021-04-28 03:06:19",412,1,29,cum,"consequatur aut perferendis",257.94,8,677.27,52.68,10,91.16,"2021-06-20 21:37:24","2021-08-25 10:40:24"
34,"2021-05-11 20:45:18",413,1,48,molestiae,"dolorem eum fugiat",917.88,9,162.34,102.15,59,592.45,"2021-09-04 16:27:55","2021-11-27 06:04:47"
39,"2021-06-10 05:10:18",414,2,124,quibusdam,"et expedita distinctio",212.31,10,173.13,961.74,82,668.4,"2021-09-01 02:41:15","2021-03-14 05:29:37"
111,"2021-09-21 16:50:18",415,3,109,aut,"accusantium doloremque aperiam",284.96,8,526.44,73.48,92,488.22,"2021-10-14 18:30:42","2022-03-09 04:15:41"
140,"2021-04-08 08:42:47",416,2,75,autem,"eaque ipsa quae",625.52,3,615.6,351.72,35,608.17,"2021-05-06 10:05:31","2021-08-12 14:58:20"
141,"2022-01-13 02:40:17",417,3,42,praesentium,"perspiciatis unde omnis",924.57,3,950.33,11.47,12,333.46,"2022-02-09 09:46:15","2021-11-12 13:25:13"
16,"2021-09-14 09:53:21",418,2,119,culpa,"iusto odio dignissimos",34.27,6,82.32,783.2,81,441.31,"2022-02-02 03:16:31","2021-09-03 03:08:24"
89,"2021-03-25 16:16:13",419,3,56,ea,"quis nostrum exercitationem",929.06,4,242.83,773.89,67,214.79,"2022-01-26 01:27:46","2021-10-31 13:51:50"
196,"2022-02-05 09:44:26",420,1,75,autem,"eaque ipsa quae",625.52,3,615.6,351.72,35,608.17,"2021-05-06 10:05:31","2021-08-12 14:58:20"
28,"2021-10-24 12:57:24",421,2,14,nostrum,"sit suscipit laboriosam",460.68,10,6.35,52.86,43,999.03,"2021-07-28 05:07:32","2021-07-30 20:46:34"
171,"2021-10-18 07:35:25",422,1,87,hic,"et aut consequatur",311.62,2,102.94,278.02,33,462.07,"2022-02-21 23:48:57","2022-01-02 20:38:22"
43,"2021-08-05 21:38:07",423,1,17,non,"aut perferendis sit",995.09,7,372.55,765.73,98,922.35,"2021-10-31 05:53:01","2021-03-23 02:48:46"
56,"2021-05-25 15:42:04",424,3,64,minima,"rerum facilis est",387.82,5,514.59,788.08,54,930.04,"2021-04-08 12:49:03","2021-04-08 03:21:21"
132,"2021-10-08 09:51:21",425,2,127,adipisci,"odio dignissimos ducimus",337.84,10,724.16,408.93,85,108.27,"2022-01-20 13:24:45","2022-01-10 02:21:44"
104,"2021-04-20 08:05:11",426,2,37,beatae,"voluptate velit esse",65.15,6,105.27,629.35,56,522.73,"2021-03-13 18:05:35","2022-03-03 04:19:51"
63,"2021-03-25 20:46:50",427,3,3,vel,"voluptatem sequi nesciunt",284.95,2,396.54,136.34,59,655.01,"2021-09-15 04:36:52","2021-07-26 11:56:39"
105,"2021-05-23 06:20:25",428,2,111,non,"fuga et harum",345.61,9,779.86,630.2,22,83.85,"2021-06-27 20:36:25","2022-01-14 02:31:21"
92,"2021-09-25 18:05:23",429,2,74,quae,"rerum facilis est",374.4,9,108.55,535.54,56,981.72,"2021-12-28 21:41:19","2021-10-21 03:43:28"
196,"2021-07-14 00:39:05",430,3,156,est,"necessitatibus saepe eveniet",819.95,5,670.55,661.47,5,165.31,"2021-08-02 23:12:06","2021-06-06 02:50:17"
119,"2021-04-15 14:14:14",431,1,118,accusantium,"est omnis dolor",219.23,7,140.89,459.04,50,727.1,"2021-04-03 13:59:28","2021-12-28 12:01:42"
77,"2021-05-07 23:09:40",432,1,7,consequuntur,"sapiente delectus ut",184.3,0,10.11,256.79,7,740.82,"2021-08-19 00:01:09","2021-07-29 04:38:52"
113,"2021-10-11 00:15:26",433,1,178,rerum,"minus id quod",417.66,1,377.81,280.21,51,782.4,"2021-06-17 21:24:20","2022-02-18 03:45:54"
7,"2022-01-22 21:30:38",434,2,111,non,"fuga et harum",345.61,9,779.86,630.2,22,83.85,"2021-06-27 20:36:25","2022-01-14 02:31:21"
189,"2021-07-11 09:23:56",435,1,129,est,"neque dolorem ipsum",110.06,0,684.48,600.58,50,577.13,"2021-11-18 00:23:42","2021-05-09 16:46:27"
140,"2021-03-18 11:35:17",436,2,73,sapiente,"qui ratione voluptatem",893.87,0,160.19,117.6,13,267.99,"2022-01-02 10:52:04","2021-09-23 00:04:41"
21,"2021-06-19 23:04:07",437,2,115,occaecati,"cumque nihil impedit",239.64,0,829.86,379.42,21,761.62,"2021-07-01 20:43:59","2021-10-14 03:46:40"
148,"2021-10-29 06:00:06",438,2,56,ea,"quis nostrum exercitationem",929.06,4,242.83,773.89,67,214.79,"2022-01-26 01:27:46","2021-10-31 13:51:50"
71,"2021-04-17 23:58:34",439,3,23,repellendus,"excepturi sint occaecati",664.52,2,587.19,265.36,29,370.87,"2021-06-19 19:29:16","2021-08-22 11:36:02"
35,"2021-08-21 15:55:47",440,3,17,non,"aut perferendis sit",995.09,7,372.55,765.73,98,922.35,"2021-10-31 05:53:01","2021-03-23 02:48:46"
114,"2021-12-27 06:50:41",441,3,178,rerum,"minus id quod",417.66,1,377.81,280.21,51,782.4,"2021-06-17 21:24:20","2022-02-18 03:45:54"
60,"2021-06-15 07:25:53",442,2,64,minima,"rerum facilis est",387.82,5,514.59,788.08,54,930.04,"2021-04-08 12:49:03","2021-04-08 03:21:21"
111,"2021-06-24 11:15:36",443,3,61,voluptatem,"magnam aliquam quaerat",425.55,4,591.37,368.32,73,60.36,"2021-08-23 02:27:59","2021-09-19 19:35:50"
98,"2021-09-30 08:36:24",444,3,147,accusantium,"nihil impedit quo",548.26,4,897.66,178,9,403.32,"2022-02-14 16:21:28","2021-05-24 01:22:24"
87,"2021-08-22 08:07:17",445,1,199,error,"doloremque aperiam eaque",639.4,10,540.24,787.43,44,421.74,"2021-04-11 05:47:14","2021-10-17 09:28:09"
5,"2021-07-27 17:02:34",446,3,64,minima,"rerum facilis est",387.82,5,514.59,788.08,54,930.04,"2021-04-08 12:49:03","2021-04-08 03:21:21"
29,"2021-06-13 13:39:08",447,1,147,accusantium,"nihil impedit quo",548.26,4,897.66,178,9,403.32,"2022-02-14 16:21:28","2021-05-24 01:22:24"
171,"2021-03-25 15:48:08",448,2,122,aspernatur," consequatur aut",54.02,2,164.84,496.26,18,948.67,"2021-09-28 06:18:07","2022-01-03 06:12:16"
51,"2021-09-10 09:48:10",449,2,129,est,"neque dolorem ipsum",110.06,0,684.48,600.58,50,577.13,"2021-11-18 00:23:42","2021-05-09 16:46:27"
85,"2022-02-06 21:46:07",450,3,122,aspernatur," consequatur aut",54.02,2,164.84,496.26,18,948.67,"2021-09-28 06:18:07","2022-01-03 06:12:16"
163,"2022-01-20 14:33:01",451,2,64,minima,"rerum facilis est",387.82,5,514.59,788.08,54,930.04,"2021-04-08 12:49:03","2021-04-08 03:21:21"
115,"2021-05-18 22:21:21",452,3,36,consequatur,"quibusdam et aut",970.59,5,868.79,793.13,12,203.6,"2021-07-29 11:26:44","2021-08-09 07:11:32"
38,"2021-10-24 06:41:06",453,2,47,placeat,"beatae vitae dicta",331.75,3,457.87,271.04,26,149.39,"2021-08-06 04:04:49","2021-05-18 19:20:37"
100,"2022-02-11 21:27:53",454,1,31,ut,"voluptatem quia voluptas",766.19,4,350.91,988.75,3,579.64,"2021-09-02 05:16:42","2021-04-04 04:53:34"
184,"2022-01-15 07:26:21",455,1,137,qui,"temporibus autem quibusdam",488.65,4,504.97,306,83,625.16,"2021-07-26 13:50:23","2021-04-28 03:21:39"
115,"2021-06-17 17:36:58",456,2,100,fugiat,"accusamus officiis debitis",504.69,3,458.42,693.86,100,154.85,"2021-10-14 04:28:15","2021-04-20 06:54:58"
83,"2021-05-10 04:59:00",457,1,84,repellat,"atque corrupti quos",470.5,10,483.31,603.39,65,695.98,"2021-05-10 19:36:56","2022-01-04 19:09:11"
8,"2021-10-08 19:26:54",458,3,27,non,"odio dignissimos ducimus",135.02,9,733.96,606.71,54,710.07,"2021-05-25 16:17:09","2021-05-13 11:29:01"
14,"2021-05-05 06:11:35",459,1,188,non,"eos qui ratione",391.91,0,406.36,291.26,50,840.55,"2021-06-26 07:51:38","2021-03-19 20:41:43"
136,"2021-07-29 22:44:10",460,1,84,repellat,"atque corrupti quos",470.5,10,483.31,603.39,65,695.98,"2021-05-10 19:36:56","2022-01-04 19:09:11"
178,"2021-11-15 12:21:19",461,2,171,nostrum,"nisi ut aliquid",752.06,4,300.74,987.11,84,931.26,"2021-11-01 07:34:17","2021-09-02 20:52:24"
156,"2021-10-03 15:26:07",462,3,15,dolorem,"ipsam voluptatem quia",695.99,1,975.56,355.75,57,944.96,"2021-10-18 03:37:33","2022-03-02 22:47:42"
48,"2021-12-16 04:53:23",463,2,19,ipsum,"ratione voluptatem sequi",919.99,0,932.63,67.86,1,29.3,"2021-07-30 15:57:00","2022-02-08 09:41:32"
43,"2021-12-12 10:23:25",464,3,21,eligendi,"ratione voluptatem sequi",957.25,2,722.12,163.42,50,261.61,"2021-05-20 16:58:58","2021-10-31 03:45:42"
22,"2021-08-07 18:15:58",465,1,34,eaque,"et voluptates repudiandae",748.02,10,813.88,330.16,55,252.18,"2022-02-03 06:45:35","2021-04-01 00:28:58"
109,"2021-06-15 01:47:18",466,3,35,quis,"harum quidem rerum",298.06,10,164.97,617.82,38,725.95,"2021-10-14 16:37:22","2021-04-17 11:46:51"
18,"2021-12-30 00:59:41",467,2,10,laboriosam,"possimus omnis voluptas",602.71,7,687.74,982.43,19,168.59,"2021-11-20 07:48:41","2021-12-17 06:24:23"
2,"2021-05-22 02:50:05",468,1,29,cum,"consequatur aut perferendis",257.94,8,677.27,52.68,10,91.16,"2021-06-20 21:37:24","2021-08-25 10:40:24"
32,"2021-11-27 21:52:35",469,1,142,quidem,"voluptate velit esse",730.54,4,897.14,324.55,37,944.47,"2021-11-01 18:36:21","2021-03-22 08:12:03"
124,"2021-05-23 07:45:41",470,2,192,quis,"ipsum quia dolor",624.46,5,336.31,402.23,39,662.22,"2022-01-29 22:27:03","2021-07-29 03:56:56"
92,"2021-12-02 22:52:21",471,3,197,nostrum,"odio dignissimos ducimus",389.19,3,77.2,190.94,3,132.09,"2021-08-10 16:57:00","2021-03-23 19:47:27"
102,"2021-05-09 04:52:57",472,1,14,nostrum,"sit suscipit laboriosam",460.68,10,6.35,52.86,43,999.03,"2021-07-28 05:07:32","2021-07-30 20:46:34"
161,"2021-11-27 22:10:15",473,1,93,ut,"dolores et quas",774.64,3,169.92,357.14,50,104.28,"2021-11-27 04:11:05","2021-06-24 12:59:24"
39,"2022-01-10 05:15:31",474,3,9,cupiditate,"beatae vitae dicta",902.73,0,416.61,253.5,29,685.87,"2021-12-26 15:06:39","2021-12-23 02:05:08"
114,"2021-07-28 03:55:14",475,2,124,quibusdam,"et expedita distinctio",212.31,10,173.13,961.74,82,668.4,"2021-09-01 02:41:15","2021-03-14 05:29:37"
84,"2021-10-13 10:33:12",476,1,40,commodi,"eveniet ut et",914.58,10,744.49,506.25,11,768.08,"2021-11-09 15:55:13","2022-01-05 21:45:47"
186,"2022-02-18 20:32:48",477,3,199,error,"doloremque aperiam eaque",639.4,10,540.24,787.43,44,421.74,"2021-04-11 05:47:14","2021-10-17 09:28:09"
193,"2021-11-02 20:00:26",478,1,151,iste,"et iusto odio",103.68,5,652.92,625.06,64,819.83,"2022-03-08 20:45:16","2021-05-23 01:32:14"
55,"2021-07-01 16:37:35",479,3,194,voluptas,"hic tenetur a",666.15,8,969.71,465.35,25,333.59,"2021-05-09 20:30:02","2021-12-27 18:39:16"
98,"2021-04-26 15:22:31",480,2,124,quibusdam,"et expedita distinctio",212.31,10,173.13,961.74,82,668.4,"2021-09-01 02:41:15","2021-03-14 05:29:37"
58,"2021-06-01 21:18:47",481,2,200,tempora,"non recusandae itaque",823.55,8,628.81,521.95,9,698.05,"2021-04-07 00:15:31","2021-10-18 20:37:48"
185,"2021-11-07 02:19:56",482,1,81,sed,"dignissimos ducimus qui",111.43,3,464.33,337.91,69,751.92,"2021-08-31 03:44:52","2021-11-15 20:01:45"
12,"2022-02-23 09:21:38",483,2,185,tenetur,"id quod maxime",793.25,4,923.7,504.41,43,963.64,"2021-08-01 00:34:44","2022-03-03 07:08:24"
156,"2022-01-21 14:27:55",484,3,46,rerum,"voluptatem ut enim",945.49,3,235.27,71.26,41,37.7,"2022-01-22 02:17:46","2021-05-14 18:42:56"
24,"2021-07-06 09:29:14",485,3,108,et,"modi tempora incidunt",405.08,2,945.05,656.95,77,509.78,"2022-03-06 10:56:16","2021-06-17 01:32:51"
59,"2021-08-29 14:42:37",486,1,113,consequatur,"totam rem voluptatum",134.12,10,652.29,799.32,25,393.91,"2021-04-15 02:39:42","2021-09-24 08:09:09"
1,"2021-10-12 12:57:49",487,1,24,ipsam,"voluptatem sequi nesciunt",153.07,3,868.85,125.62,65,99.64,"2021-03-13 19:24:19","2021-09-03 04:14:28"
46,"2021-12-11 02:51:10",488,2,16,minus,"tenetur a sapiente",939.05,6,369.71,838.26,32,504.92,"2021-11-05 12:03:09","2021-11-22 06:29:03"
142,"2021-10-20 17:19:12",489,1,18,voluptate,"sit voluptatem accusantium",388.42,8,282.42,400.26,92,395.47,"2021-10-23 12:35:03","2021-03-26 03:03:11"
177,"2021-09-07 08:26:36",490,3,99,in,"ab illo inventore",21.55,7,848.46,85.44,41,164,"2021-11-11 04:51:20","2021-07-03 12:54:18"
173,"2021-09-01 22:34:12",491,1,131,velit,"assumenda est omnis",706.88,1,668.38,737.28,35,260.7,"2022-02-27 11:27:18","2021-12-09 10:15:37"
31,"2022-02-03 19:59:42",492,3,196,distinctio,"occaecati cupiditate non",651.39,8,217,744.56,89,857.56,"2021-12-14 09:38:36","2021-06-25 22:54:30"
164,"2021-10-22 18:05:39",493,3,25,maxime,"voluptates repudiandae sint",603.59,1,750.05,877.16,16,640.9,"2021-11-20 08:11:42","2021-04-06 03:13:55"
